Education,Has_Partner,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spent,Spending_Ratio,Children_Home,Customer_Tenure_Days
Graduation,1,54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,684,0.01256198347107438,2,653
PhD,1,57744,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,60,411,0.007117622610141313,1,229
Graduation,0,26576,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,28,27,0.0010159542444310656,1,624
PhD,0,57513,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,71,1060,0.018430615686888183,0,358
Graduation,1,68142,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,50,1459,0.021411170790408267,1,669
Graduation,1,7500,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,35,18,0.0024,1,669
Graduation,1,83145,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,40,1833,0.022045823561248422,0,645
Master,1,54197,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,54,237,0.004372935771352658,1,87
PhD,0,23091,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,51,48,0.0020787319734961673,2,32
Graduation,1,46049,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,38,515,0.011183739060565918,2,343
Graduation,1,56715,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,40,1020,0.01798466014281936,0,571
Graduation,1,79410,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,53,1370,0.017252235234857072,0,31
Graduation,1,57304,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,63,1026,0.01790450928381963,1,475
Graduation,1,44375,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,49,301,0.006783098591549296,1,98
Graduation,1,54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,58,684,0.01256198347107438,2,653
Graduation,1,59594,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,49,499,0.008373326173775883,1,617
Graduation,1,80685,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,1004,0.01244345293425048,0,676
PhD,1,40344,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,40,218,0.0054035296450525485,1,259
Graduation,1,62710,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,42,606,0.009663530537394355,1,402
2n Cycle,1,48985,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,75,0.0015310809431458609,1,359
Graduation,1,35322,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,46,106,0.003000962572900742,3,676
Graduation,1,77142,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,66,990,0.012833475927510305,0,396
Graduation,0,81657,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,45,1097,0.013434243236954578,0,158
Basic,1,14421,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,18,16,0.0011094931003397823,0,132
2n Cycle,1,20130,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,34,0.0016890213611525087,0,104
PhD,1,74214,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,24,1711,0.023054949200959386,0,672
Master,1,66726,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,57,438,0.006564157899469472,2,168
Basic,1,23724,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,35,75,0.003161355589276682,1,537
Master,1,47353,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,54,225,0.004751546892488332,1,228
Master,1,33444,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,62,18,0.0005382131324004305,2,603
Graduation,1,54386,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,33,470,0.008641929908432317,1,408
Graduation,0,28510,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,33,91,0.0031918625043844263,2,442
Master,0,90638,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,23,2525,0.027858072773009113,0,136
Graduation,1,48070,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,64,504,0.010484709798210942,1,532
Graduation,1,43140,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,57,235,0.005447380621233194,1,540
PhD,0,54959,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,53,1232,0.022416710638839862,1,526
Basic,0,15056,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,56,88,0.005844845908607864,2,422
Graduation,0,26954,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,17,0.0006307041626474734,1,52
Graduation,0,22327,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,29,24,0.0010749316970484167,1,331
Graduation,1,44393,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,49,60,0.0013515644358344785,2,311
PhD,0,62000,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62,1020,0.016451612903225808,1,308
PhD,1,31497,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,52,155,0.004921103597167984,1,570
2n Cycle,1,45894,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,40,51,0.0011112563733821415,2,122
Master,0,78579,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,44,1812,0.023059596075287292,0,554
Master,0,67369,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,45,1461,0.02168653238136235,1,589
Graduation,0,58401,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,54,96,0.0016438074690501875,1,70
Graduation,0,62307,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,160,0.002567929767120869,1,132
Master,1,43641,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,45,139,0.0031850782521023807,2,433
Master,0,63841,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,46,908,0.014222834855343744,1,434
2n Cycle,1,46891,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,183,0.0039026678893604315,1,301
Master,1,70091,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,1161,0.016564180850608495,1,455
PhD,1,78075,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,42,988,0.01265449887928274,0,85
2n Cycle,0,59184,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,53,1072,0.018113003514463367,1,658
Graduation,1,54809,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,37,174,0.0031746610958054335,2,291
Graduation,1,58113,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,55,758,0.013043553077624628,1,520
Master,1,51412,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,56,195,0.0037928888197308022,1,180
Graduation,0,15287,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,31,0.0020278668149407994,1,627
Master,1,66636,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,57,1084,0.016267483042199413,0,316
Master,1,50965,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,58,685,0.013440596487785735,1,494
PhD,1,84618,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,1672,0.019759389255241202,0,219
Graduation,1,18351,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,24,43,0.002343196556045992,0,243
PhD,1,40451,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,49,0.0012113421176237918,2,133
Graduation,1,36317,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,133,0.0036621967673541316,1,403
Graduation,1,42213,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,363,0.008599246677563784,1,260
Graduation,1,65748,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,545,0.008289225527772708,1,440
Graduation,1,77044,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,1065,0.013823269819843206,1,245
Graduation,1,74918,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,2047,0.027323206705998557,0,474
Graduation,1,56721,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,296,0.005218525766470972,2,606
Graduation,0,42160,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,140,0.003320683111954459,2,366
Graduation,0,61559,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,530,0.008609626537143228,1,347
PhD,1,33629,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,152,0.0045199084123821705,2,690
PhD,1,68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1598,0.023266649194839988,0,266
Graduation,0,34377,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,114,0.0033161706955231697,1,526
Basic,0,8940,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,101,0.011297539149888142,1,676
Graduation,1,26228,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,25,0.0009531798078389508,1,280
2n Cycle,0,77297,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,789,0.010207381916503874,0,519
Graduation,1,40211,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,87,0.002163587078162692,2,334
PhD,0,33438,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,90,0.002691548537591961,2,280
PhD,1,75032,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,1215,0.016193090947862244,1,427
PhD,0,61284,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,811,0.013233470400104431,0,260
Graduation,1,22518,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,61,0.002708943955946354,1,615
Master,1,54730,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,405,0.007399963456970583,1,318
Master,1,38452,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,72,0.0018724643711640486,2,91
Graduation,0,44421,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,189,0.004254744377659215,2,499
PhD,1,38197,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,40,0.0010472026598947561,1,365
Graduation,0,41986,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,63,0.0015005001667222407,1,140
Graduation,1,28427,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,52,0.001829246842790305,1,465
PhD,1,37395,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,39,0.0010429201764941838,1,58
Graduation,1,64722,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,805,0.012437810945273632,1,34
Master,1,55249,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,130,0.0023529837644120258,1,73
Graduation,1,84906,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,1631,0.019209478717640685,0,268
Graduation,1,28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,34,0.0011850406050677913,1,360
Graduation,0,44213,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,152,0.0034379028792436614,2,212
Basic,0,25707,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,21,0.0008168981211343214,1,162
PhD,1,59062,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,71,0.0012021265788493447,3,269
Graduation,0,76624,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,899,0.011732616412612236,1,36
Master,1,66000,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,711,0.010772727272727272,0,70
PhD,1,27683,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,351,0.01267926164071813,1,694
Graduation,0,1730,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,8,0.004624277456647399,0,42
Basic,0,7500,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,119,0.015866666666666668,1,573
Graduation,1,40521,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,21,0.0005182497964018657,2,450
PhD,1,20427,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,10,0.0004895481470602634,1,97
Graduation,1,65106,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,39,973,0.014944859152766258,1,36
PhD,1,69969,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,49,1536,0.021952578999271107,0,306
Graduation,1,67433,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,62,992,0.01471089822490472,2,348
PhD,1,77766,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,47,1529,0.019661548748810535,1,492
Graduation,1,74716,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,42,860,0.011510252154826275,1,290
Graduation,0,68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,928,0.013623418186088846,1,254
PhD,1,55158,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,44,418,0.007578229812538526,2,699
2n Cycle,1,62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,59,587,0.00932160325223909,1,695
Graduation,1,74190,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,39,641,0.008639978433751179,1,48
Graduation,1,39356,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,38,23,0.0005844089846529119,2,102
Graduation,1,76653,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,45,2279,0.029731386899403807,0,317
PhD,0,35860,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,49,0.0013664249860568878,2,41
PhD,0,90687,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,1779,0.019616924145687914,0,403
Master,1,73450,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,32,1804,0.024560925799863853,0,206
Graduation,1,31454,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,54,48,0.0015260380237807592,2,358
Graduation,0,47139,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,83,0.0017607501219796772,2,115
Graduation,0,83829,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,1862,0.02221188371565926,0,264
PhD,1,53378,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,51,793,0.014856307842182172,2,643
Graduation,1,19656,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,84,0.004273504273504274,1,506
PhD,1,45579,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,66,183,0.00401500691107747,1,313
2n Cycle,0,85485,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,56,1383,0.016178276890682575,0,8
Graduation,1,55956,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,70,999,0.01785331331760669,0,83
Master,0,64191,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,51,825,0.012852269009674254,1,523
Graduation,0,38808,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,42,246,0.0063388991960420535,1,672
Master,1,57183,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,48,610,0.01066750607698092,2,467
Master,0,23748,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,46,76,0.0032002694963786426,1,585
Graduation,1,66303,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,43,1286,0.01939580411142784,1,488
Master,1,37368,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,39,30,0.0008028259473346178,1,195
Graduation,1,40800,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,50,99,0.0024264705882352943,3,544
Graduation,0,71847,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,36,1192,0.016590811028992163,0,646
Graduation,1,46149,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,39,362,0.007844156969815164,1,212
Graduation,1,78687,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,31,2130,0.027069274467192803,0,689
2n Cycle,0,49118,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,43,1229,0.025021377091901137,0,680
PhD,1,37633,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,57,38,0.0010097520792921107,2,647
Master,1,39767,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,63,485,0.012196041944325697,0,343
Basic,1,26997,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,434,0.016075860280771938,0,601
Graduation,0,33986,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,44,0.0012946507385393985,1,472
PhD,1,57091,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,42,496,0.008687884254961378,1,583
2n Cycle,1,46831,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,45,78,0.0016655634088531101,2,386
Master,1,83151,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,42,2346,0.028213731644838907,0,504
Graduation,1,52531,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,43,794,0.01511488454436428,0,546
Graduation,1,15759,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,58,17,0.0010787486515641855,0,297
Graduation,0,22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,26,0.0011401508507279424,1,333
2n Cycle,1,43050,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,41,76,0.0017653890824622532,1,103
PhD,0,42997,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,37,15,0.0003488615484801265,2,204
PhD,0,48918,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,62,0.0012674271229404308,2,78
Master,1,60033,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,60,198,0.0032981859977012644,1,92
PhD,1,34043,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,36,49,0.0014393561084510766,1,247
Graduation,1,57811,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,48,802,0.013872792375153518,1,370
Graduation,1,78569,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,68,1736,0.022095228397968663,0,130
Graduation,0,7500,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,36,57,0.0076,2,549
Master,1,157733,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,43,59,0.00037404981836394415,1,390
Graduation,1,94384,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,2302,0.02438972707238515,0,482
2n Cycle,1,23148,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,29,37,0.001598410229825471,0,131
Graduation,0,44267,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,44,310,0.007002959315065399,2,489
Graduation,1,71626,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,35,1305,0.0182196409125178,0,605
Graduation,1,60894,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,48,832,0.013663086675206096,1,366
Graduation,1,50200,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,38,401,0.00798804780876494,2,452
PhD,1,81051,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,49,1501,0.018519203958001752,0,37
Graduation,1,65169,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,32,1189,0.01824487102763584,0,166
Graduation,1,59868,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,42,1194,0.019943876528362398,1,342
PhD,1,65695,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,54,656,0.009985539234340512,1,149
Master,0,64857,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,58,1540,0.023744545692831923,0,583
Master,1,45143,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,49,311,0.006889218705004098,1,307
2n Cycle,1,74805,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,59,820,0.01096183410199853,1,235
2n Cycle,1,59060,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,25,274,0.00463934981374873,1,169
PhD,0,27238,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,52,57,0.002092664659666642,2,435
Graduation,1,47009,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,49,448,0.009530089982769257,1,271
2n Cycle,1,46094,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,41,44,0.0009545710938516944,2,19
Graduation,1,40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,102,0.002529699164207237,2,335
Graduation,1,37235,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,30,61,0.0016382435880220223,1,148
Master,1,81843,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,54,1643,0.02007502168786579,0,433
Master,1,46692,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,56,397,0.00850252719952026,1,388
Graduation,1,77382,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,46,1121,0.014486573104856426,1,173
Graduation,0,37774,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,37,473,0.012521840419336051,2,664
Basic,1,18393,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,40,50,0.002718425487957375,1,92
Master,1,72828,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,52,1678,0.02304058878453342,1,500
Graduation,1,24711,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,32,58,0.0023471328558132007,0,72
PhD,1,45503,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,39,170,0.003736017405445795,1,277
Master,0,6560,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,32,373,0.05685975609756098,0,199
PhD,1,71604,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,69,1196,0.01670297748729121,0,224
Graduation,1,27244,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,35,101,0.003707238290999853,1,114
Graduation,1,48752,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,45,316,0.006481785362651788,2,564
Graduation,1,71434,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,52,1400,0.019598510513200995,1,284
Graduation,0,90842,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,66,1424,0.015675568569604368,0,335
Master,1,88097,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,36,844,0.009580348933561869,1,680
Graduation,1,51948,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,39,311,0.005986755986755987,1,285
Graduation,1,71853,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,1149,0.015990981587407624,0,417
Master,1,35876,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,31,129,0.0035957185862414984,0,70
Graduation,0,40049,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,62,32,0.0007990211990311868,1,256
Graduation,0,39660,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,32,299,0.007539082198688855,1,690
Graduation,1,50127,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,52,320,0.006383785185628503,1,31
Master,1,43263,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,37,441,0.01019346785937175,1,585
Master,1,62845,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,65,1178,0.018744530193332803,2,636
Graduation,1,18929,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,24,85,0.004490464366844524,0,498
Basic,0,24367,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,32,24,0.0009849386465301433,1,466
Graduation,0,33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,39,112,0.003368522361574784,1,494
2n Cycle,1,26887,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,55,30,0.0011157808606389705,1,504
PhD,1,50150,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,31,410,0.008175473579262214,0,374
Graduation,1,62061,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,38,800,0.012890543175263048,1,302
PhD,0,85696,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,1313,0.015321601941747573,0,422
PhD,1,76542,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,58,1483,0.019374983669096704,0,456
Graduation,0,70515,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,21,1258,0.01784017584911012,0,251
Graduation,1,18227,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,27,28,0.0015361825862731113,1,598
Graduation,1,69139,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,49,227,0.003283241007246272,1,153
Graduation,1,69109,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,32,1555,0.022500687320030677,0,597
Graduation,0,69627,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,52,861,0.012365892541686414,1,469
Graduation,1,38136,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,36,103,0.002700860079714705,1,433
PhD,0,62159,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,68,634,0.010199649286507182,0,62
Graduation,0,80695,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,51,1918,0.023768511060164817,0,182
